epoch,train_loss,val_loss
120,0.0025962527295800603,0.08806034557840303
121,0.0025405081389742786,0.08816231018020214
122,0.0025243806003974966,0.08788950871328621
123,0.002643482284825912,0.08859876128226421
124,0.0027111208873428216,0.08866845716596566
125,0.002606677286347436,0.0891262556535614
126,0.0025723170724472285,0.08838817518118577
127,0.0024836294688359126,0.08885634647586212
128,0.0025222798257808357,0.08860297068446449
129,0.0024955461813845003,0.08903218912927824
130,0.0025100715522847717,0.08976785906894147
131,0.002508357198303612,0.0886758618899156
132,0.0024683933827461843,0.08921728241865642
133,0.002411631809840859,0.08792442417857937
134,0.0023657642227832,0.08973960011674073
135,0.0023307016634530834,0.08879705680008777
136,0.002281218622843833,0.08920024015606431
137,0.0022495323264319356,0.08925717865023865
138,0.002296963384105948,0.08961134560152675
139,0.0023652078486220496,0.08926106632393749
140,0.0023906962790058452,0.08952454694277892
141,0.0023280094712113245,0.08890282100579741
142,0.0023471905516858475,0.08968652860475163
143,0.002234408363826954,0.08958863337758344
144,0.002197023907091577,0.0900348199063219
145,0.0022740914458791945,0.09010518786347135
146,0.0022702544921525234,0.09057551443691311
147,0.0021935854384576604,0.09105694761783964
148,0.0022224045116659872,0.09050115902880544
149,0.0022786797569371545,0.09049973360433537
150,0.0022802840864123287,0.09010387620143388
151,0.0021705970178856147,0.09111498245554357
152,0.002151682120986066,0.08976822550910496
153,0.0022440403879693933,0.09116415774733908
154,0.002269567132422116,0.09006845336059838
155,0.00227699307967706,0.09019522294074984
156,0.0021867833696698085,0.090398903412726
157,0.002123560468033853,0.08997712605331261
158,0.0020705196451126723,0.09077843275784006
159,0.0021190141244074976,0.09068741903330571
160,0.0021393096540123224,0.0906981360555742
161,0.002122309629421461,0.09157279983948012
162,0.0020807002865594467,0.09004845446881427
163,0.002126686637445821,0.09084178751046257
164,0.0020599782872298654,0.09102283594833378
165,0.0019471463367834298,0.09141963587421617
166,0.002102566148278676,0.09065737745404637
167,0.002043341872877364,0.09099236622649019
168,0.0020899588697325575,0.09072838026445469
169,0.002092301032161237,0.09033198067029012
170,0.002140123674780534,0.09200914081852601
171,0.0020293827059350857,0.09020837528874401
172,0.0020406922066739295,0.09184208831266305
173,0.0019777822698239488,0.09211659291196864
174,0.0019013940990942652,0.09105771976706094
175,0.0019120141107648791,0.09139349039247348
176,0.0019375829387142313,0.09189379157582309
177,0.0018995130714169193,0.09162578170323739
178,0.0019165283521364557,0.09188318112302821
179,0.001998665846497523,0.09161321914107687
180,0.002063248227345743,0.09161233293499826
181,0.001988531689210015,0.09221673644383967
182,0.0020370676573141736,0.09131634237426696
183,0.002212678306010237,0.09111064528529128
184,0.002045787198313978,0.09153714234215891
185,0.0019007380047594473,0.0910137930412651
186,0.0019445096438240593,0.09104472063031992
187,0.001908434280768829,0.09108070291488807
188,0.001876423547348921,0.09095643223166204
189,0.0019480672363918592,0.09242412071720044
190,0.0018697735456957173,0.09148728622595906
191,0.001985487864430295,0.09161673819914085
192,0.002036765533748831,0.09105918256302173
193,0.001940456937009295,0.09157115023513657
194,0.0019340534984538613,0.09157454840732589
195,0.0019154297995942467,0.09245817889546327
196,0.001891210452333997,0.09131688979974693
197,0.001780758475942711,0.09185181041662177
198,0.0017463097630447916,0.09249162674359118
199,0.0017404455736881063,0.09189373391356348
